date,temperature,dew_point,humidity,wind_speed,wind_gust,pressure,precipitation
2023-08-13,14.4,12.4,73.0,5.4,11.0,1016.9421046243958,1.2330524912932548
2023-08-14,15.4,10.0,84.0,7.8,4.6,1015.2201285269869,3.6275870839690967
2023-08-15,15.6,11.0,72.8,4.2,6.8,1007.0148514325028,1.6466037746354523
2023-08-16,21.0,14.0,75.0,4.2,11.8,1014.1160585966138,2.327924422411589
2023-08-17,18.6,13.8,76.8,4.2,11.2,1014.0123647725999,2.659715831490048
2023-08-18,18.2,11.6,69.8,4.4,9.6,1013.1138941479143,2.0857026406640977
2023-08-19,17.4,14.4,78.2,4.8,9.2,1018.5291404714592,2.453737720968698
2023-08-20,18.2,10.6,76.2,6.2,2.6,1015.433166423439,2.619533588145181
2023-08-21,16.4,10.8,73.8,5.4,6.6,1015.4429278400542,3.144122931073922
2023-08-22,17.0,10.4,78.8,7.2,6.2,1014.5645821793344,3.4547933432039373
2023-08-23,13.8,12.2,78.4,2.6,8.4,1011.7364889896701,3.4365978256835716
2023-08-24,12.2,11.0,74.0,7.6,7.8,1018.3914312984045,1.8819691270143046
2023-08-25,13.2,10.8,76.0,8.2,8.4,1013.6823585306562,2.663012880055951
2023-08-26,17.6,15.4,80.6,5.6,3.0,1017.1088496808045,3.2347981563992647
2023-08-27,15.4,13.2,81.0,2.2,10.8,1007.6331402886777,2.331230829693804
2023-08-28,16.4,9.6,76.0,5.2,6.6,1010.7452579451871,2.9265457997700555
2023-08-29,15.0,15.2,81.8,4.8,6.4,1013.3769173630595,2.5908028482939742
2023-08-30,18.0,9.4,69.8,6.6,9.4,1016.7912302466182,2.704892673823146
2023-08-31,16.6,14.4,69.8,6.0,8.6,1013.6652284955674,2.508343940214142
2023-09-01,13.8,9.2,82.2,4.2,6.4,1011.2658700703407,2.147146482432693
2023-09-02,21.0,13.2,69.4,6.6,4.0,1014.184599626364,1.277601186521649
2023-09-03,14.2,9.0,76.8,4.6,8.6,1009.5020211828229,3.208321001639571
2023-09-04,16.2,14.2,72.2,6.0,11.8,1013.1646466927207,2.4796887976449016
2023-09-05,15.4,13.8,79.2,5.6,8.6,1012.5234541157324,3.636141870028932
2023-09-06,13.6,15.0,73.8,5.6,9.6,1012.5578050763997,2.8739273973602466
2023-09-07,17.2,12.4,72.2,6.2,8.8,1011.8001184252141,3.426848174588168
2023-09-08,19.4,13.0,70.8,4.2,8.6,1010.8002417199001,2.6978510638969087
2023-09-09,18.6,13.8,69.0,4.2,8.6,1012.8229135031506,1.8627151687341992
2023-09-10,14.4,15.6,74.0,7.6,7.0,1015.5723164498231,2.5286977778905246
2023-09-11,17.8,12.8,77.8,5.8,3.6,1011.902472453479,2.363443636769413
2023-09-12,15.4,16.8,74.2,5.2,8.6,1013.6824508891475,3.1620282026941293
2023-09-13,13.6,12.4,74.2,5.8,8.0,1012.4754912314362,1.2971950984084626
2023-09-14,12.6,14.6,77.8,2.0,7.8,1009.8854249278886,2.3250329043526685
2023-09-15,11.4,9.2,73.6,4.2,6.0,1008.8160255934712,2.56614020837198
2023-09-16,18.6,8.0,78.6,4.4,8.0,1008.3413514484912,1.8256035180535313
2023-09-17,17.6,17.4,75.2,8.4,7.0,1011.7826060760572,2.5148886138616704
2023-09-18,12.2,9.6,73.4,3.2,5.4,1015.4227604059995,2.645912099276546
2023-09-19,14.0,12.8,75.4,5.4,8.0,1011.9712463244714,3.180953166689873
2023-09-20,16.6,13.0,74.0,4.8,8.2,1013.2566195999814,1.283359494511025
2023-09-21,19.4,12.4,69.2,4.4,6.4,1012.8505160331454,3.5812227708805673
2023-09-22,11.4,11.8,78.6,6.4,9.8,1011.5007042431007,2.7470458907797006
2023-09-23,17.2,9.8,68.0,2.6,8.0,1014.5158303738775,2.7067563812464615
2023-09-24,19.6,10.2,76.4,4.8,7.2,1010.212273229317,2.422423030362549
2023-09-25,14.2,14.4,81.2,3.6,11.0,1012.18694209227,1.9748545981072425
2023-09-26,17.0,8.0,70.2,4.6,9.0,1008.9469803288896,1.784302849563894
2023-09-27,16.6,8.6,77.8,2.4,8.4,1015.9634208912627,1.5797657745535745
2023-09-28,19.6,12.0,71.8,4.4,5.4,1011.129412914938,2.7910405044197306
2023-09-29,13.0,14.8,79.0,3.2,6.6,1009.686119978163,2.548643558211784
2023-09-30,12.6,8.8,74.4,5.8,7.4,1013.0875695638045,2.890639348728149
2023-10-01,14.6,15.2,79.2,4.0,10.0,1012.9341612586035,2.5469373091189054
2023-10-02,14.0,15.0,73.0,6.4,7.8,1014.3912068397983,3.8004237300991095
2023-10-03,17.8,14.2,79.6,4.8,7.2,1010.3887330282394,2.749975718552924
2023-10-04,18.0,13.4,72.8,8.0,6.2,1017.7533209726032,3.475622015529466
2023-10-05,17.8,12.6,78.2,6.0,6.0,1011.4306649880693,2.482645505961567
2023-10-06,16.6,12.4,74.8,3.0,9.4,1009.9896031774846,1.7999833319989353
2023-10-07,14.0,10.8,75.2,3.6,8.0,1015.4668700182689,2.128161331993572
2023-10-08,14.4,13.8,76.6,5.2,8.8,1014.1060438205498,2.024997972752749
2023-10-09,10.8,15.2,68.6,7.6,10.0,1013.9380200779276,2.8468960334215074
2023-10-10,14.0,15.0,70.8,5.6,6.4,1013.3690611827362,1.528095837972623
2023-10-11,15.0,13.2,73.6,5.8,7.0,1011.2221903715242,1.7193028585530599
2023-10-12,13.4,12.6,77.6,8.0,4.4,1017.1613647221311,2.621209225237819
2023-10-13,16.8,12.0,79.8,2.8,6.2,1015.2864164531736,2.3164079730881255
2023-10-14,14.4,12.2,75.0,3.0,11.8,1012.0392191913555,2.723882618038707
2023-10-15,10.4,13.2,75.2,3.0,6.2,1010.4588175448698,2.8125282823521083
2023-10-16,17.8,13.6,70.4,2.4,6.4,1011.514434721372,1.5904854175869283
2023-10-17,16.0,9.6,72.8,4.8,7.2,1011.9915737455282,2.216071033892769
2023-10-18,16.8,14.4,67.8,6.8,7.4,1012.3001957085924,1.634506069184361
2023-10-19,16.2,12.2,73.8,4.4,7.4,1009.3854942318746,1.7051525976080666
2023-10-20,16.4,11.2,76.4,4.4,7.0,1011.0792935330637,2.3752408185928613
2023-10-21,15.0,13.0,73.2,3.0,7.2,1009.7255421554744,2.4557202281810646
2023-10-22,16.4,10.6,74.0,3.0,4.8,1011.778267535726,3.564382454642513
2023-10-23,14.4,15.0,72.0,5.4,8.2,1011.6575133790624,1.9045524551573685
2023-10-24,18.6,10.0,77.4,4.4,6.6,1009.289615718332,1.404068713469746
2023-10-25,13.0,10.4,78.4,4.6,8.4,1015.829742194953,2.019994835379843
2023-10-26,14.4,15.2,70.0,3.2,4.6,1013.7334387379011,2.1324864963584638
2023-10-27,13.0,11.0,72.6,4.0,12.6,1012.7231883301301,1.6739701537752734
2023-10-28,11.4,17.6,74.4,5.0,10.4,1013.4133535039888,2.648825914525483
2023-10-29,19.0,12.4,72.0,6.6,4.4,1013.3314447432742,3.1312936074191446
2023-10-30,17.6,13.2,77.4,3.4,10.0,1014.8084682806142,2.714245136826065
2023-10-31,11.8,12.0,71.2,7.8,7.0,1012.4361631365362,1.2387347284474657
2023-11-01,16.8,14.8,77.2,3.8,9.4,1016.2426174510877,1.7519768393342865
2023-11-02,20.8,17.0,75.8,5.4,5.0,1016.1461788044162,2.295987962108829
2023-11-03,20.2,11.6,78.8,2.8,5.0,1012.4903817375016,2.5475616098778184
2023-11-04,19.2,13.0,75.2,4.4,9.2,1014.6575924727942,3.2125568370550743
2023-11-05,16.0,9.0,78.8,4.0,7.0,1010.1502703654396,2.9277178285398295
2023-11-06,11.8,10.2,72.6,2.8,6.4,1012.0071156587488,2.001954994849514
2023-11-07,17.4,15.0,77.8,5.2,7.6,1014.3873516420548,2.405676573334305
2023-11-08,16.4,10.4,70.8,6.8,11.4,1017.3979701074119,2.4639031025431324
2023-11-09,16.4,14.0,77.4,4.6,6.2,1014.0827218405788,3.1273182476636068
2023-11-10,15.6,16.2,71.4,3.6,7.4,1008.4502312610618,3.8230932813957508
2023-11-11,16.2,10.4,71.0,7.2,9.4,1015.5526725278675,1.2118054497056512
2023-11-12,19.2,13.0,71.0,6.8,8.0,1013.0086540024101,1.6533157550252688
2023-11-13,16.0,8.6,70.8,1.6,7.0,1013.3636194008917,2.359705305056597
2023-11-14,21.6,12.4,74.4,4.4,9.4,1016.7072086738066,2.3900934928378277
2023-11-15,16.6,12.6,77.2,5.8,5.6,1014.7046963481316,2.3502572299355355
2023-11-16,18.2,14.0,75.6,4.4,4.2,1008.5275588047296,2.0263143808778787
2023-11-17,15.8,11.4,70.0,3.8,7.4,1009.4400393125604,1.9005513957799203
2023-11-18,14.6,8.8,75.4,4.4,3.2,1018.6330160638918,1.749012138337577
2023-11-19,16.8,12.6,77.4,3.8,7.4,1012.2964500149232,2.540989992479742
2023-11-20,15.4,11.2,73.8,5.2,12.0,1017.5308063647219,2.6819514687906265
2023-11-21,19.2,14.6,72.4,4.4,4.2,1013.810850219036,3.319334511169116
2023-11-22,14.0,15.6,69.0,6.8,7.2,1009.9661550613764,3.0110415929607375
2023-11-23,13.8,10.6,82.2,3.2,9.2,1012.8710686264478,2.2384828912021373
2023-11-24,13.4,10.0,80.2,4.0,6.0,1015.2585566154552,3.0478942422908295
2023-11-25,17.0,12.2,73.4,3.0,5.2,1013.3999155465075,1.5324693184380427
2023-11-26,12.6,15.6,76.6,5.0,3.8,1011.8852892292558,2.506307244152634
2023-11-27,19.8,11.8,76.0,3.6,5.2,1017.398250113424,2.8204681748169045
2023-11-28,15.2,12.8,80.0,3.4,8.2,1009.2992551460235,2.8412863316205117
2023-11-29,19.0,10.6,76.2,7.0,8.6,1014.3967787811005,2.9209956854322394
2023-11-30,16.8,15.2,72.8,4.8,8.8,1014.5898632782594,1.7073040175326546
2023-12-01,13.8,15.2,72.4,4.0,7.0,1011.8208105200877,2.1989552934420726
2023-12-02,18.4,10.6,80.2,6.2,3.0,1013.1790268690866,2.7349700386136684
2023-12-03,16.0,13.8,66.2,5.0,5.2,1016.4019347896592,3.7585057379369737
2023-12-04,12.8,11.4,67.0,5.8,5.0,1014.9299153422277,2.8675760418599596
2023-12-05,13.8,11.6,71.8,6.6,8.2,1011.6779038831421,1.760907510935332
2023-12-06,18.4,11.4,76.0,5.2,8.0,1014.0928002382389,2.880057518708599
2023-12-07,16.2,16.4,77.0,5.2,5.2,1010.640070566418,2.034979727311187
2023-12-08,18.4,11.6,75.2,4.0,11.6,1012.5555618358836,2.2730477272009626
2023-12-09,16.2,14.8,82.6,3.2,3.4,1008.5472249162176,2.4527439651561016
2023-12-10,15.4,12.8,72.0,6.0,10.2,1018.1488234818686,3.6113185889152417
2023-12-11,19.0,14.2,77.0,5.8,6.8,1015.1890138794021,3.2928242946517914
2023-12-12,17.2,15.0,84.0,7.0,7.4,1011.7879641100468,3.4591244347590213
2023-12-13,18.0,14.0,76.2,5.4,6.0,1012.9865506450411,1.7172763292658448
2023-12-14,18.2,14.4,75.0,6.2,10.4,1016.459371355849,1.8228163195903861
2023-12-15,14.0,12.0,68.2,5.6,11.4,1008.7974685297355,2.955816044398711
2023-12-16,14.0,13.0,72.6,2.8,9.6,1016.5618683880882,2.7350097704015384
2023-12-17,16.0,7.4,73.2,6.8,9.4,1017.2667823873262,1.8408830231176576
2023-12-18,15.0,12.0,69.4,3.8,10.8,1015.7216152834231,2.3615523298326235
2023-12-19,15.4,12.4,77.2,4.6,8.4,1011.8937481756238,1.8426521719699829
2023-12-20,17.0,12.8,74.8,5.2,6.2,1012.9988686834434,2.422705744113179
2023-12-21,15.6,11.4,75.6,2.8,6.2,1009.8579582242033,2.895293425042027
2023-12-22,17.2,10.8,71.2,6.4,5.2,1013.8662953302406,3.9276145301448038
2023-12-23,17.4,11.4,77.6,4.0,6.6,1013.8301472217958,3.220144363978862
2023-12-24,19.0,9.8,74.4,6.6,7.6,1014.932028743164,2.5372599521652233
2023-12-25,18.2,9.6,72.4,7.4,8.8,1015.5596300707227,2.656704585712716
2023-12-26,22.4,12.2,69.8,7.6,9.2,1012.8174076576058,2.3414247439334055
2023-12-27,14.2,14.2,75.8,6.0,10.8,1015.552316746126,3.34559873990343
2023-12-28,18.6,14.6,70.0,7.4,7.0,1011.7209700397059,3.154198085928024
2023-12-29,20.8,12.0,73.6,7.4,9.2,1009.6648354839011,2.2793290477308696
2023-12-30,15.8,14.0,71.6,4.6,9.6,1010.3720324007505,3.365436601252726
2023-12-31,18.0,13.4,73.0,3.8,3.4,1009.6554588122575,1.8596715531044246
2024-01-01,18.0,13.4,71.0,6.8,3.6,1011.7533414459447,2.6226945068093555
2024-01-02,16.0,14.2,74.4,6.2,7.6,1011.5570247338886,3.2511159108963703
2024-01-03,18.2,13.2,84.8,4.8,4.0,1012.1266200833325,3.010859144432267
2024-01-04,18.8,14.4,71.2,6.4,10.4,1012.5952461322988,2.9095375794726506
2024-01-05,13.6,15.6,72.6,2.6,5.6,1016.0741674139397,2.6011728110849335
2024-01-06,17.6,11.0,74.2,3.4,9.2,1013.5658942296943,3.022077599612003
2024-01-07,14.0,14.6,75.8,6.6,10.4,1015.2576170640843,2.4007542276952485
2024-01-08,17.0,13.2,77.0,4.2,8.8,1012.8379684461554,2.6038614506074564
2024-01-09,17.2,16.0,72.8,4.4,7.6,1008.5710012702099,1.9149469941378345
2024-01-10,18.0,15.2,63.6,4.8,9.8,1013.8171185425332,2.6387142686326603
2024-01-11,14.2,13.8,73.8,4.2,8.8,1013.6734096091225,2.5003518379710243
2024-01-12,18.6,9.8,81.4,7.0,11.4,1012.8840328275677,2.8112524840868702
2024-01-13,17.0,10.4,72.8,6.8,7.2,1011.4354486794207,1.5367000301187752
2024-01-14,12.4,15.0,75.4,7.0,7.0,1016.811111656861,2.8428939477794817
2024-01-15,22.2,13.4,80.6,5.0,4.8,1014.6674390481878,2.887509943824317
2024-01-16,17.0,12.2,72.8,5.0,4.4,1015.3954532996593,2.746832272936034
2024-01-17,15.2,11.0,71.8,4.8,9.0,1012.3818407624879,1.6618228324253022
2024-01-18,16.4,8.8,80.4,3.0,7.6,1008.1543270902163,2.392992719616715
2024-01-19,17.6,12.6,78.6,5.4,8.0,1016.8947192998106,2.837684057073141
2024-01-20,16.2,12.8,76.8,4.8,8.0,1011.7909553823895,2.749201449869082
2024-01-21,14.8,16.0,77.6,4.6,3.8,1013.59670940008,2.5624249878018786
2024-01-22,20.4,14.4,65.4,2.0,6.2,1011.2123439552,3.5833183250495195
2024-01-23,18.8,12.6,71.6,7.2,5.6,1016.6024209959078,1.7760476411857187
2024-01-24,15.8,11.2,78.8,5.2,3.2,1013.8907789881638,1.0260460990676963
2024-01-25,12.8,13.2,75.4,3.0,5.6,1013.4228090638724,2.237343197349353
2024-01-26,13.4,15.6,78.2,3.0,5.0,1011.7471982959936,2.906291483501285
2024-01-27,18.2,16.0,68.0,6.2,8.2,1014.3777346518176,1.997484942040878
2024-01-28,18.2,13.2,79.8,5.0,11.6,1010.3583260923117,3.1943721922688195
2024-01-29,18.2,15.8,72.6,5.6,10.2,1011.5162680851288,3.2718578245567613
2024-01-30,13.6,13.2,69.6,8.4,10.4,1014.8306518469856,2.442596507312183
2024-01-31,15.4,11.2,77.0,3.4,9.6,1011.4787181178868,2.7116231902067023
2024-02-01,19.8,17.0,73.8,2.8,8.6,1013.3789420219791,3.021648806419276
2024-02-02,15.4,13.4,76.4,8.4,7.6,1018.9230632406983,3.3169193208639514
2024-02-03,15.0,12.0,82.8,7.0,6.4,1015.1410816121021,3.6666342153322886
2024-02-04,14.8,11.0,72.2,6.0,7.6,1015.1615601452286,2.3083607549997227
2024-02-05,12.6,13.8,81.8,4.4,8.0,1013.0881730376759,1.8597066337505759
2024-02-06,19.8,12.0,74.2,5.0,6.6,1012.7246881759104,1.9029178346131108
2024-02-07,19.0,11.8,74.2,5.4,10.0,1012.5463710381264,2.121723200187687
2024-02-08,17.6,15.2,78.6,2.4,8.8,1009.4165220233605,2.753124572739653
2024-02-09,19.0,15.0,67.0,5.8,6.0,1011.9429935146305,2.7923389697165057
2024-02-10,18.4,14.2,76.8,3.4,5.6,1015.5181079433376,2.0648350829607356
2024-02-11,13.4,14.4,73.2,3.0,8.6,1016.7004565733663,2.275901207751726
2024-02-12,13.8,9.2,82.6,5.4,11.2,1007.2514061907561,1.6401141939561021
2024-02-13,18.0,10.4,78.0,3.4,7.6,1014.470885101932,2.8765360083790483
2024-02-14,14.8,12.0,68.4,5.8,8.0,1012.6604006831664,2.723402896479688
2024-02-15,14.2,11.2,78.2,4.8,10.8,1013.4189640487275,3.109812443509745
2024-02-16,17.4,15.6,67.2,2.4,5.8,1016.5445868956073,2.753114369038694
2024-02-17,16.0,15.0,72.6,6.4,3.0,1012.203564908052,2.1778621198337573
2024-02-18,14.6,13.2,70.6,7.4,6.6,1011.0150470729261,2.1357377180653074
2024-02-19,16.0,9.0,72.2,4.6,9.6,1014.9587148032981,1.9043970537307078
2024-02-20,12.6,9.0,69.6,4.4,5.8,1015.3749571638073,2.399507302184321
2024-02-21,17.6,11.4,69.2,5.6,6.6,1013.7982915183914,1.7415745022554645
2024-02-22,17.2,9.8,81.2,4.0,7.0,1014.2036233497889,4.206979789445301
2024-02-23,16.6,11.0,74.4,4.8,7.8,1013.3002092578532,2.2721160417779864
2024-02-24,17.0,12.0,81.0,7.4,9.4,1011.7860158104346,1.9882591264609206
2024-02-25,17.4,9.0,74.2,6.2,7.6,1009.7633991528971,2.7481944541138907
2024-02-26,13.4,12.4,73.2,5.0,7.2,1015.5524414631934,1.2516924898825967
2024-02-27,19.0,13.8,72.4,5.4,7.2,1011.4208621520454,3.306160760521742
2024-02-28,14.8,14.4,75.8,4.6,10.2,1012.6015302872429,2.190665535318865
2024-02-29,15.2,12.2,73.0,2.8,7.2,1016.3073546182799,3.4430765383266917
2024-03-01,19.0,10.4,75.6,2.4,6.6,1012.9499609961094,2.4186516811805703
2024-03-02,21.0,10.2,72.6,3.6,5.8,1018.5007811204862,2.6348399229882786
2024-03-03,13.8,10.2,71.6,5.4,5.2,1013.4132120049065,3.0224294825286195
2024-03-04,15.2,8.8,72.6,5.0,6.4,1013.5985567332555,2.2810859163384247
2024-03-05,15.8,8.6,72.8,7.0,4.8,1019.537001312811,2.7465262945274893
2024-03-06,14.4,11.8,82.2,6.2,11.4,1013.7190906907008,1.136169928777978
2024-03-07,17.0,10.8,76.0,6.2,7.4,1015.2073351283925,3.097011016258565
2024-03-08,17.8,13.4,68.2,1.8,7.2,1013.2874148744561,2.4264726277150004
2024-03-09,17.2,9.6,74.4,5.0,3.8,1011.4291242888881,2.756011905026421
2024-03-10,15.2,13.6,77.2,4.8,7.4,1014.830028929746,2.821638944874894
2024-03-11,11.2,14.8,77.8,2.2,6.4,1013.518830895346,2.6899574020091923
2024-03-12,17.0,16.8,75.0,3.6,7.2,1013.4786542910272,2.8743329496887533
2024-03-13,18.0,9.2,78.0,2.6,4.4,1010.1813181257533,2.0927610468251343
2024-03-14,17.0,12.2,74.4,5.8,8.4,1015.2902470748361,2.763133925097125
2024-03-15,14.4,13.2,72.6,6.8,9.2,1012.095782176871,3.202706250500237
2024-03-16,18.2,14.2,74.2,3.2,7.0,1009.5406002977574,2.2847943740521464
2024-03-17,17.4,12.4,73.2,3.0,7.6,1016.9827316423734,2.8047867199312937
2024-03-18,17.6,11.8,72.0,5.0,5.4,1010.9236481866079,1.2767897824162286
2024-03-19,18.0,12.6,75.2,3.6,7.0,1012.8704577364686,2.3030273353385295
2024-03-20,14.8,15.4,79.2,5.4,6.2,1009.8578460650206,2.0395674936128403
2024-03-21,18.8,14.6,80.6,5.2,8.6,1013.3636894434079,2.4620958230965506
2024-03-22,16.2,10.6,75.6,6.8,7.8,1016.4026795328691,3.593728225943783
2024-03-23,15.2,13.6,80.0,5.6,7.2,1016.5543809558482,1.9222813278694642
2024-03-24,11.2,12.4,83.6,5.0,8.4,1013.1867663126579,2.69582599702282
2024-03-25,14.4,7.2,66.0,4.8,9.4,1013.1839919919521,0.991946320454676
2024-03-26,20.2,8.8,81.2,4.0,11.0,1016.4094890238946,2.5002660598889466
2024-03-27,16.0,11.8,70.6,4.2,2.8,1013.8323450478249,2.055870551722905
2024-03-28,18.2,11.0,85.4,3.4,7.6,1016.2681928272272,2.59311040930417
2024-03-29,18.0,11.6,76.8,2.8,7.2,1014.2239463518569,2.3577249781381324
2024-03-30,15.2,13.4,72.0,4.4,7.4,1014.4263737610538,1.5702970416673683
2024-03-31,17.2,13.0,75.0,4.2,7.6,1012.4360613332535,3.1858566173449097
2024-04-01,18.4,10.8,74.2,6.4,11.6,1011.0785626542263,2.4045805827722013
2024-04-02,18.4,10.8,76.8,4.8,6.4,1012.2608830154488,3.1568948733285467
2024-04-03,17.0,16.6,70.6,3.0,7.2,1012.8839916397822,3.1391639729040444
2024-04-04,15.6,10.6,70.6,4.8,8.0,1014.6127746291344,1.8511715828371318
2024-04-05,13.8,10.6,74.8,6.2,9.0,1008.7959350482157,2.4716709917251807
2024-04-06,16.0,7.2,75.2,6.2,8.8,1009.690845769157,2.2518582805312612
2024-04-07,17.8,14.0,73.2,4.8,10.4,1012.8560891009777,2.9578123663768308
2024-04-08,18.4,15.6,75.8,3.4,8.8,1013.5840032498758,2.2212557027078077
2024-04-09,18.0,12.2,73.8,5.6,8.0,1014.4534070466216,3.2607977950201152
2024-04-10,17.4,10.8,77.4,4.6,4.2,1014.1076772560833,2.9002667190135147
2024-04-11,16.4,10.0,74.4,5.8,4.8,1016.9334323869195,1.9529576304332281
2024-04-12,18.4,11.2,64.6,6.2,6.4,1011.9574420350002,3.232140684650311
2024-04-13,17.0,14.0,76.8,6.2,5.8,1016.6500337372643,2.7664262665110035
2024-04-14,14.0,14.0,69.6,5.8,3.2,1014.1034479644868,2.5186885441875098
2024-04-15,20.0,16.6,74.2,6.6,7.0,1009.3250521800885,1.2940093804305552
2024-04-16,17.6,10.8,73.6,2.2,5.0,1014.5346964794337,2.5725745292774853
2024-04-17,13.8,14.0,76.0,3.0,7.2,1015.6335493318386,2.9727877726025467
2024-04-18,18.0,13.8,74.4,6.8,9.8,1009.3691202519612,3.1533604565155477
2024-04-19,20.8,10.0,73.2,4.8,3.0,1010.8392286874638,1.7982270133228522
2024-04-20,16.0,7.6,75.4,4.2,9.4,1013.0476107665394,1.7592136625229735
2024-04-21,16.8,15.2,77.6,5.2,6.4,1017.1052766863975,2.1889865389118066
2024-04-22,17.8,14.0,74.4,2.0,5.6,1015.5319347928923,2.4740549053137793
2024-04-23,17.6,15.0,77.0,4.4,7.2,1008.1019722061028,1.5434643597503348
2024-04-24,15.0,12.8,74.0,6.2,8.4,1010.1743115394327,0.8201464657287257
2024-04-25,20.2,11.2,72.8,3.8,10.4,1012.3849863847378,2.127817332601308
2024-04-26,15.4,7.4,69.4,8.2,8.8,1010.6985785478591,2.336989247813342
2024-04-27,19.8,15.0,73.8,6.0,9.4,1010.1789745272123,2.8911679204336482
2024-04-28,17.8,13.2,77.2,6.0,7.8,1009.3828207010462,2.419365829388826
2024-04-29,17.0,8.8,71.0,5.2,4.4,1017.7754059119554,2.2660409562384722
2024-04-30,14.4,14.2,77.0,4.8,6.6,1009.7000892800343,3.303391792946833
2024-05-01,15.2,11.0,79.8,5.2,7.8,1010.4245714113446,1.6356147486278274
2024-05-02,18.8,15.0,80.4,3.0,7.8,1011.4514286228238,2.773320765583417
2024-05-03,21.4,8.0,76.6,5.0,9.4,1012.9134538277428,3.175853906173456
2024-05-04,13.2,11.8,75.4,6.4,9.0,1015.1199027389954,2.696367369265452
2024-05-05,16.8,11.8,71.4,8.0,8.6,1012.3365760880054,3.184536311537216
2024-05-06,17.8,12.8,87.0,3.4,6.6,1013.574483938681,3.0438751926544665
2024-05-07,17.4,14.8,77.2,3.6,7.4,1011.0492595640286,3.007136158014822
2024-05-08,20.0,13.4,75.4,8.0,3.8,1011.9911745076822,1.8757970649650573
2024-05-09,12.6,14.2,73.0,5.4,8.2,1014.103028976448,2.3724823341356753
2024-05-10,17.4,15.0,76.6,5.0,8.6,1013.011535857812,2.288216318911588
2024-05-11,14.4,14.8,72.8,5.8,3.8,1012.926004472627,2.1623531617350613
2024-05-12,16.6,10.2,76.2,7.6,8.0,1011.3320521552805,2.3884495200184888
2024-05-13,13.6,11.6,81.4,4.2,10.0,1010.8213407891151,2.704774083662209
2024-05-14,13.2,13.4,74.6,7.2,6.2,1018.003205399805,2.318428840074791
2024-05-15,21.0,14.0,77.2,5.4,7.6,1013.8795826582069,3.3307213392092265
2024-05-16,16.6,10.0,77.6,4.6,6.0,1016.8922758455452,3.56190007900472
2024-05-17,15.8,14.6,74.0,3.8,9.2,1014.4628354341672,2.2366102228879314
2024-05-18,18.2,10.4,73.2,3.6,6.2,1007.2470527769831,3.467001488835571
2024-05-19,14.4,11.8,76.0,6.8,9.0,1011.2788669062668,1.1454884754941248
2024-05-20,16.0,8.6,71.0,3.0,9.6,1012.8487634139783,0.9793755619444511
2024-05-21,16.6,13.6,72.0,6.2,4.8,1010.8139138889077,2.93145687670978
2024-05-22,17.6,13.0,74.2,4.8,6.2,1014.5597287039702,1.8844348352494815
2024-05-23,13.4,8.8,77.2,5.4,9.6,1011.131884990796,1.5767940548667856
2024-05-24,17.0,15.6,71.0,5.8,8.2,1012.2761375151804,1.9634012995660126
2024-05-25,16.6,10.8,78.0,7.4,1.2,1012.1718119545127,2.240640262083521
2024-05-26,17.6,13.6,79.2,4.4,9.0,1010.0919105450037,3.1342873737090664
2024-05-27,17.8,10.2,67.6,6.8,9.4,1010.1328474228856,2.4598590973591934
2024-05-28,17.4,13.4,74.0,4.2,9.8,1009.9317716349536,2.849385656595056
2024-05-29,17.2,15.4,72.6,7.6,6.8,1011.3202343004775,1.5669925770366357
2024-05-30,18.4,14.0,76.8,3.8,11.8,1011.6378935218654,1.5933208136759047
2024-05-31,11.2,8.8,71.0,7.2,10.0,1011.187156140871,3.379892377517894
2024-06-01,14.6,11.0,74.4,5.0,5.2,1013.3366230581083,2.373566580327685
2024-06-02,21.0,9.6,66.4,5.6,11.0,1012.3824871223329,2.455739332864733
2024-06-03,17.6,13.8,73.6,6.2,10.2,1011.8237734420167,2.2033045932714344
2024-06-04,20.2,12.4,78.0,4.0,8.4,1012.6778534672809,0.7428630605713021
2024-06-05,16.0,14.2,80.8,5.4,6.8,1015.1153332286967,1.3563570955121673
2024-06-06,14.8,14.6,77.6,3.2,6.0,1007.7099552180683,1.9417152532228639
2024-06-07,16.4,17.0,65.8,7.8,5.8,1012.3192531397013,2.5735515649032963
2024-06-08,11.8,10.0,77.4,3.6,9.6,1011.8774582881795,2.123666988823016
2024-06-09,19.4,9.2,76.0,4.8,8.8,1010.2157849441112,2.9314796507241225
2024-06-10,14.4,10.8,70.6,3.8,8.0,1017.2408947963428,2.198765577100592
2024-06-11,19.4,14.4,75.2,4.4,7.4,1012.6978922865534,1.7193149003959796
2024-06-12,18.4,17.8,69.4,4.6,9.6,1014.3531295747464,1.9061016650938931
2024-06-13,15.4,11.4,70.4,5.8,7.0,1014.2376744175906,2.747102257113046
2024-06-14,20.8,15.2,72.4,2.8,9.6,1014.2461457756959,3.4389642166662546
2024-06-15,18.2,14.6,78.2,4.8,7.4,1013.675053255698,2.3893059522321627
2024-06-16,18.4,15.2,72.4,3.2,8.2,1010.3879049615716,1.3322321352657913
2024-06-17,18.4,17.4,70.0,3.4,10.4,1016.7302504446932,2.7364913717929586
2024-06-18,19.0,13.0,73.4,3.4,7.2,1014.9657574121265,2.058509509602053
2024-06-19,13.4,8.2,71.8,5.6,7.8,1014.8172961901795,4.565938449258539
2024-06-20,14.8,9.8,80.8,2.6,7.4,1014.8178740551035,1.1287354022615013
